Sample ID,BeadChip Barcode,Sentrix Position,Plate Number,Well Position,Collected Gender
7875594,206675210036,R05C01,Plate_21,E10,Male
7894819,206675210036,R06C01,Plate_21,F10,Male
7894843,206675210036,R07C01,Plate_21,G10,Female
7899586,206675210036,R08C01,Plate_21,H10,Male
7902737,206680900041,R01C01,Plate_21,A11,Female
7880172,206680900041,R02C01,Plate_21,B11,Male
7894876,206680900041,R03C01,Plate_21,C11,Female
7894900,206680900041,R04C01,Plate_21,D11,Male
7902760,206680900041,R05C01,Plate_21,E11,Male
7886351,206680900041,R06C01,Plate_21,F11,Female
7886385,206680900041,R07C01,Plate_21,G11,Female
7893795,206680900041,R08C01,Plate_21,H11,Male
7893829,206680900051,R01C01,Plate_21,A12,Male
7894942,206680900051,R02C01,Plate_21,B12,Male
7902802,206680900051,R03C01,Plate_21,C12,Male
7880222,206680900051,R04C01,Plate_21,D12,Male
7880255,206680900051,R05C01,Plate_21,E12,Male
7893852,206680900051,R06C01,Plate_21,F12,Male
7893886,206680900051,R07C01,Plate_21,G12,Male
7902836,206680900051,R08C01,Plate_21,H12,Female
7902869,206680900114,R01C01,Plate_22,A01,Female
7902919,206680900114,R02C01,Plate_22,B01,Male
7907231,206680900114,R03C01,Plate_22,C01,Male
7907264,206680900114,R04C01,Plate_22,D01,Male
7893910,206680900114,R05C01,Plate_22,E01,Male
7893944,206680900114,R06C01,Plate_22,F01,Male
7893977,206680900114,R07C01,Plate_22,G01,Female
7899610,206680900114,R08C01,Plate_22,H01,Male
7899644,206680900116,R01C01,Plate_22,A02,Male
7902943,206680900116,R02C01,Plate_22,B02,Male
7907298,206680900116,R03C01,Plate_22,C02,Female
7894009,206680900116,R04C01,Plate_22,D02,Male
7894272,206680900116,R05C01,Plate_22,E02,Male
7902976,206680900116,R06C01,Plate_22,F02,Male
7903008,206680900116,R07C01,Plate_22,G02,Male
7903032,206680900116,R08C01,Plate_22,H02,Male
7886419,206680900166,R01C01,Plate_22,A03,Male
7886443,206680900166,R02C01,Plate_22,B03,Male
7894306,206680900166,R03C01,Plate_22,C03,Male
7894330,206680900166,R04C01,Plate_22,D03,Male
7894363,206680900166,R05C01,Plate_22,E03,Male
7894397,206680900166,R06C01,Plate_22,F03,Male
7907322,206680900166,R07C01,Plate_22,G03,Female
7907355,206680900166,R08C01,Plate_22,H03,Female
7903065,206680900164,R01C01,Plate_22,A04,Female
7907389,206680900164,R02C01,Plate_22,B04,Male
7907413,206680900164,R03C01,Plate_22,C04,Female
7886500,206680900164,R04C01,Plate_22,D04,Male
7886534,206680900164,R05C01,Plate_22,E04,Female
7894991,206680900164,R06C01,Plate_22,F04,Female
7889959,206680900164,R07C01,Plate_22,G04,Male
7889983,206680900164,R08C01,Plate_22,H04,Female
7890015,206680900002,R01C01,Plate_22,A05,Female
7890049,206680900002,R02C01,Plate_22,B05,Male
7890072,206680900002,R03C01,Plate_22,C05,Male
7890106,206680900002,R04C01,Plate_22,D05,Female
7894033,206680900002,R05C01,Plate_22,E05,Male
7894066,206680900002,R06C01,Plate_22,F05,Female
7894090,206680900002,R07C01,Plate_22,G05,Male
7894124,206680900002,R08C01,Plate_22,H05,Male
7894157,206675210006,R01C01,Plate_22,A06,Female
7894181,206675210006,R02C01,Plate_22,B06,Male
7900038,206675210006,R03C01,Plate_22,C06,Male
7900061,206675210006,R04C01,Plate_22,D06,Male
7900095,206675210006,R05C01,Plate_22,E06,Male
7900129,206675210006,R06C01,Plate_22,F06,Female
7890130,206675210006,R07C01,Plate_22,G06,Female
7890163,206675210006,R08C01,Plate_22,H06,Female
7890197,206675210008,R01C01,Plate_22,A07,Male
7890221,206675210008,R02C01,Plate_22,B07,Female
7890254,206675210008,R03C01,Plate_22,C07,Male
7900152,206675210008,R04C01,Plate_22,D07,Male
7900186,206675210008,R05C01,Plate_22,E07,Male
7900210,206675210008,R06C01,Plate_22,F07,Male
7900244,206675210008,R07C01,Plate_22,G07,Male
7902430,206675210008,R08C01,Plate_22,H07,Male
7903099,206675210025,R01C01,Plate_22,A08,Male
7903123,206675210025,R02C01,Plate_22,B08,Male
7903156,206675210025,R03C01,Plate_22,C08,Male
7903180,206675210025,R04C01,Plate_22,D08,Female
7903214,206675210025,R05C01,Plate_22,E08,Male
7903248,206675210025,R06C01,Plate_22,F08,Male
7903271,206675210025,R07C01,Plate_22,G08,Female
7903305,206675210025,R08C01,Plate_22,H08,Male
7903339,206675210026,R01C01,Plate_22,A09,Male
7890288,206675210026,R02C01,Plate_22,B09,Male
7890312,206675210026,R03C01,Plate_22,C09,Female
7895238,206675210026,R04C01,Plate_22,D09,Male
7895261,206675210026,R05C01,Plate_22,E09,Female
7902497,206675210026,R06C01,Plate_22,F09,Male
7902521,206675210026,R07C01,Plate_22,G09,Male
7903362,206675210026,R08C01,Plate_22,H09,Female
7903396,206675210028,R01C01,Plate_22,A10,Male
7903420,206675210028,R02C01,Plate_22,B10,Male
7903453,206675210028,R03C01,Plate_22,C10,Male
7895295,206675210028,R04C01,Plate_22,D10,Male
7895329,206675210028,R05C01,Plate_22,E10,Male
7895352,206675210028,R06C01,Plate_22,F10,Female
7895386,206675210028,R07C01,Plate_22,G10,Male
7895410,206675210028,R08C01,Plate_22,H10,Male
7895444,206675210030,R01C01,Plate_22,A11,Female
7902554,206675210030,R02C01,Plate_22,B11,Male
7902588,206675210030,R03C01,Plate_22,C11,Male
7902612,206675210030,R04C01,Plate_22,D11,Female
7903487,206675210030,R05C01,Plate_22,E11,Male
7903545,206675210030,R06C01,Plate_22,F11,Male
7903578,206675210030,R07C01,Plate_22,G11,Male
7903602,206675210030,R08C01,Plate_22,H11,Male
7903636,206680900054,R01C01,Plate_22,A12,Male
7903669,206680900054,R02C01,Plate_22,B12,Male
7903693,206680900054,R03C01,Plate_22,C12,Male
7886831,206680900054,R04C01,Plate_22,D12,Female
7890346,206680900054,R05C01,Plate_22,E12,Male
7890379,206680900054,R06C01,Plate_22,F12,Female
7890403,206680900054,R07C01,Plate_22,G12,Male
7895477,206680900054,R08C01,Plate_22,H12,Male
7895501,206680910004,R01C01,Plate_23,A01,Female
7895535,206680910004,R02C01,Plate_23,B01,Male
7902646,206680910004,R03C01,Plate_23,C01,
7903727,206680910004,R04C01,Plate_23,D01,Male
7903750,206680910004,R05C01,Plate_23,E01,Male
7886864,206680910004,R06C01,Plate_23,F01,Male
7890437,206680910004,R07C01,Plate_23,G01,Male
7900517,206680910004,R08C01,Plate_23,H01,Male
7900541,206680910006,R01C01,Plate_23,A02,Female
7900574,206680910006,R02C01,Plate_23,B02,Female
7903784,206680910006,R03C01,Plate_23,C02,Male
7903818,206680910006,R04C01,Plate_23,D02,Male
7903842,206680910006,R05C01,Plate_23,E02,Female
7886898,206680910006,R06C01,Plate_23,F02,Male
7887318,206680910006,R07C01,Plate_23,G02,Male
7890460,206680910006,R08C01,Plate_23,H02,Female
7903875,206680910023,R01C01,Plate_23,A03,Female
7903917,206680910023,R02C01,Plate_23,B03,Male
7886922,206680910023,R03C01,Plate_23,C03,Male
7890510,206680910023,R04C01,Plate_23,D03,Male
7890544,206680910023,R05C01,Plate_23,E03,Male
7895568,206680910023,R06C01,Plate_23,F03,Male
7895618,206680910023,R07C01,Plate_23,G03,Female
7903958,206680910023,R08C01,Plate_23,H03,Male
7903982,206680900109,R01C01,Plate_23,A04,Male
7886609,206680900109,R02C01,Plate_23,B04,Male
7886955,206680900109,R03C01,Plate_23,C04,Male
7886997,206680900109,R04C01,Plate_23,D04,Male
7887037,206680900109,R05C01,Plate_23,E04,Male
7887078,206680900109,R06C01,Plate_23,F04,Female
7904014,206680900109,R07C01,Plate_23,G04,Female
7887367,206680900109,R08C01,Plate_23,H04,Female
7887391,206680900112,R01C01,Plate_23,A05,Female
7890577,206680900112,R02C01,Plate_23,B05,Male
7890619,206680900112,R03C01,Plate_23,C05,Female
7894223,206680900112,R04C01,Plate_23,D05,Male
7904048,206680900112,R05C01,Plate_23,E05,Female
7887425,206680900112,R06C01,Plate_23,F05,Female
7887466,206680900112,R07C01,Plate_23,G05,Male
7887508,206680900112,R08C01,Plate_23,H05,Male
7887532,206680900129,R01C01,Plate_23,A06,Male
7887565,206680900129,R02C01,Plate_23,B06,Male
7890643,206680900129,R03C01,Plate_23,C06,Female
7890684,206680900129,R04C01,Plate_23,D06,Male
7904113,206680900129,R05C01,Plate_23,E06,Female
7904162,206680900129,R06C01,Plate_23,F06,Female
7904196,206680900129,R07C01,Plate_23,G06,Male
7906993,206680900129,R08C01,Plate_23,H06,Female
7907025,206680900141,R01C01,Plate_23,A07,Female
7907058,206680900141,R02C01,Plate_23,B07,Male
7887615,206680900141,R03C01,Plate_23,C07,Female
7890718,206680900141,R04C01,Plate_23,D07,Male
7907116,206680900141,R05C01,Plate_23,E07,Male
7907140,206680900141,R06C01,Plate_23,F07,Female
7904220,206680900141,R07C01,Plate_23,G07,Male
7907173,206680900141,R08C01,Plate_23,H07,Male
7887649,206680900147,R01C01,Plate_23,A08,Male
7887672,206680900147,R02C01,Plate_23,B08,Male
7886658,206680900147,R03C01,Plate_23,C08,Female
7890767,206680900147,R04C01,Plate_23,D08,Male
7890809,206680900147,R05C01,Plate_23,E08,Male
7890858,206680900147,R06C01,Plate_23,F08,Female
7900756,206680900147,R07C01,Plate_23,G08,Male
7900798,206680900147,R08C01,Plate_23,H08,Male
7900830,206680900014,R01C01,Plate_23,A09,Female
7890916,206680900014,R02C01,Plate_23,B09,Male
7890940,206680900014,R03C01,Plate_23,C09,Female
7890973,206680900014,R04C01,Plate_23,D09,Male
7891005,206680900014,R05C01,Plate_23,E09,Male
7891039,206680900014,R06C01,Plate_23,F09,Male
7891062,206680900014,R07C01,Plate_23,G09,Male
7900905,206680900014,R08C01,Plate_23,H09,Male
7887714,206680900030,R01C01,Plate_23,A10,Male
7887755,206680900030,R02C01,Plate_23,B10,Male
7891138,206680900030,R03C01,Plate_23,C10,Female
7894421,206680900030,R04C01,Plate_23,D10,Female
7900947,206680900030,R05C01,Plate_23,E10,Male
7904261,206680900030,R06C01,Plate_23,F10,Male
7904295,206680900030,R07C01,Plate_23,G10,Male
7877079,206680900030,R08C01,Plate_23,H10,Male
7877103,206680900077,R01C01,Plate_23,A11,Male
7877137,206680900077,R02C01,Plate_23,B11,Male
7877160,206680900077,R03C01,Plate_23,C11,Male
7877194,206680900077,R04C01,Plate_23,D11,Male
7877228,206680900077,R05C01,Plate_23,E11,Male
7877251,206680900077,R06C01,Plate_23,F11,Male
7887797,206680900077,R07C01,Plate_23,G11,Male
7887839,206680900077,R08C01,Plate_23,H11,Male
7891161,206680900076,R01C01,Plate_23,A12,Female
7891211,206680900076,R02C01,Plate_23,B12,Female
7904352,206680900076,R03C01,Plate_23,C12,Male
7904402,206680900076,R04C01,Plate_23,D12,Male
7904436,206680900076,R05C01,Plate_23,E12,Female
7904485,206680900076,R06C01,Plate_23,F12,Male
7886708,206680900076,R07C01,Plate_23,G12,Female
7886732,206680900076,R08C01,Plate_23,H12,Male
7887870,206680900078,R01C01,Plate_24,A01,Female
7887904,206680900078,R02C01,Plate_24,B01,Male
7887946,206680900078,R03C01,Plate_24,C01,Female
7891245,206680900078,R04C01,Plate_24,D01,Male
7891278,206680900078,R05C01,Plate_24,E01,Male
7891302,206680900078,R06C01,Plate_24,F01,Male
7895642,206680900078,R07C01,Plate_24,G01,Male
7895683,206680900078,R08C01,Plate_24,H01,Male
7895717,206680900088,R01C01,Plate_24,A02,Male
7895741,206680900088,R02C01,Plate_24,B02,Male
7907207,206680900088,R03C01,Plate_24,C02,Female
7891344,206680900088,R04C01,Plate_24,D02,Male
7891377,206680900088,R05C01,Plate_24,E02,Female
7891401,206680900088,R06C01,Plate_24,F02,Female
7895782,206680900088,R07C01,Plate_24,G02,Female
7883721,206680900088,R08C01,Plate_24,H02,Male
7883754,206680900090,R01C01,Plate_24,A03,Female
7883788,206680900090,R02C01,Plate_24,B03,Male
7883812,206680900090,R03C01,Plate_24,C03,Male
7883846,206680900090,R04C01,Plate_24,D03,Male
7883879,206680900090,R05C01,Plate_24,E03,Male
7888001,206680900090,R06C01,Plate_24,F03,Male
7888035,206680900090,R07C01,Plate_24,G03,Female
7888068,206680900090,R08C01,Plate_24,H03,Male
7888100,206680900107,R01C01,Plate_24,A04,Female
7891435,206680900107,R02C01,Plate_24,B04,Male
7891468,206680900107,R03C01,Plate_24,C04,Male
7891492,206680900107,R04C01,Plate_24,D04,Male
7891534,206680900107,R05C01,Plate_24,E04,Female
7904535,206680900107,R06C01,Plate_24,F04,Female
7904584,206680900107,R07C01,Plate_24,G04,Male
7904634,206680900107,R08C01,Plate_24,H04,Female
7904667,206680900011,R01C01,Plate_24,A05,Male
7904691,206680900011,R02C01,Plate_24,B05,Male
7904741,206680900011,R03C01,Plate_24,C05,Female
7904790,206680900011,R04C01,Plate_24,D05,Female
7883598,206680900011,R05C01,Plate_24,E05,Male
7883622,206680900011,R06C01,Plate_24,F05,Male
7883655,206680900011,R07C01,Plate_24,G05,Male
7883689,206680900011,R08C01,Plate_24,H05,Male
7888167,206680900012,R01C01,Plate_24,A06,Male
7888191,206680900012,R02C01,Plate_24,B06,Male
7891575,206680900012,R03C01,Plate_24,C06,Female
7891633,206680900012,R04C01,Plate_24,D06,Female
7904832,206680900012,R05C01,Plate_24,E06,Male
7904881,206680900012,R06C01,Plate_24,F06,Male
7883234,206680900012,R07C01,Plate_24,G06,Male
7883267,206680900012,R08C01,Plate_24,H06,Female
7883291,206680900033,R01C01,Plate_24,A07,Female
7883325,206680900033,R02C01,Plate_24,B07,Male
7883382,206680900033,R03C01,Plate_24,C07,Male
7883499,206680900033,R04C01,Plate_24,D07,Male
7883523,206680900033,R05C01,Plate_24,E07,Female
7888225,206680900033,R06C01,Plate_24,F07,Male
7888506,206680900033,R07C01,Plate_24,G07,Female
7888530,206680900033,R08C01,Plate_24,H07,Female
7891666,206680900067,R01C01,Plate_24,A08,Male
7891708,206680900067,R02C01,Plate_24,B08,Male
7904931,206680900067,R03C01,Plate_24,C08,Male
7904964,206680900067,R04C01,Plate_24,D08,Male
7904998,206680900067,R05C01,Plate_24,E08,Male
7905029,206680900067,R06C01,Plate_24,F08,Male
7905078,206680900067,R07C01,Plate_24,G08,Male
7905128,206680900067,R08C01,Plate_24,H08,Male
7891757,206680900084,R01C01,Plate_24,A09,Male
7891799,206680900084,R02C01,Plate_24,B09,Male
7891831,206680900084,R03C01,Plate_24,C09,Male
7891872,206680900084,R04C01,Plate_24,D09,Male
7891906,206680900084,R05C01,Plate_24,E09,Female
7901234,206680900084,R06C01,Plate_24,F09,Male
7901267,206680900084,R07C01,Plate_24,G09,Male
7905177,206680900084,R08C01,Plate_24,H09,Male
7906753,206680900089,R01C01,Plate_24,A10,Male
7906787,206680900089,R02C01,Plate_24,B10,Male
7891930,206680900089,R03C01,Plate_24,C10,Male
7900277,206680900089,R04C01,Plate_24,D10,Male
7900301,206680900089,R05C01,Plate_24,E10,Male
7900335,206680900089,R06C01,Plate_24,F10,Male
7901473,206680900089,R07C01,Plate_24,G10,Male
7901507,206680900089,R08C01,Plate_24,H10,Male
7905201,206680900095,R01C01,Plate_24,A11,Male
7905250,206680900095,R02C01,Plate_24,B11,Male
7901531,206680900095,R03C01,Plate_24,C11,Male
7901564,206680900095,R04C01,Plate_24,D11,Male
7871312,206680900095,R05C01,Plate_24,E11,Male
7871346,206680900095,R06C01,Plate_24,F11,Male
7871379,206680900095,R07C01,Plate_24,G11,Male
7871403,206680900095,R08C01,Plate_24,H11,Male
7901283,206680900096,R01C01,Plate_24,A12,Male
7901317,206680900096,R02C01,Plate_24,B12,Male
7901598,206680900096,R03C01,Plate_24,C12,Male
7901622,206680900096,R04C01,Plate_24,D12,Male
7901655,206680900096,R05C01,Plate_24,E12,Male
7905284,206680900096,R06C01,Plate_24,F12,Male
7905326,206680900096,R07C01,Plate_24,G12,Male
7905367,206680900096,R08C01,Plate_24,H12,Male
7905391,206680900137,R01C01,Plate_25,A01,Female
7871452,206680900137,R02C01,Plate_25,B01,Male
7871494,206680900137,R03C01,Plate_25,C01,Male
7871528,206680900137,R04C01,Plate_25,D01,Female
7891963,206680900137,R05C01,Plate_25,E01,Male
7891997,206680900137,R06C01,Plate_25,F01,Female
7892029,206680900137,R07C01,Plate_25,G01,Male
7901366,206680900137,R08C01,Plate_25,H01,Male
7901390,206680900163,R01C01,Plate_25,A02,Male
7905441,206680900163,R02C01,Plate_25,B02,Male
7905490,206680900163,R03C01,Plate_25,C02,Male
7905557,206680900163,R04C01,Plate_25,D02,Male
7871569,206680900163,R05C01,Plate_25,E02,Male
7871593,206680900163,R06C01,Plate_25,F02,Male
7888274,206680900163,R07C01,Plate_25,G02,Male
7888340,206680900163,R08C01,Plate_25,H02,Male
7888381,206680900165,R01C01,Plate_25,A03,Male
7895956,206680900165,R02C01,Plate_25,B03,Female
7895980,206680900165,R03C01,Plate_25,C03,Male
7896012,206680900165,R04C01,Plate_25,D03,Female
7896046,206680900165,R05C01,Plate_25,E03,Male
7901440,206680900165,R06C01,Plate_25,F03,Female
7905581,206680900165,R07C01,Plate_25,G03,Female
7905631,206680900165,R08C01,Plate_25,H03,Male
7905680,206680900167,R01C01,Plate_25,A04,Male
7905714,206680900167,R02C01,Plate_25,B04,Male
7905763,206680900167,R03C01,Plate_25,C04,Male
7871627,206680900167,R04C01,Plate_25,D04,Male
7883952,206680900167,R05C01,Plate_25,E04,Female
7894470,206680900167,R06C01,Plate_25,F04,Male
7871676,206680900167,R07C01,Plate_25,G04,Male
7871700,206680900167,R08C01,Plate_25,H04,Male
7871767,206680900005,R01C01,Plate_25,A05,Male
7888456,206680900005,R02C01,Plate_25,B05,Female
7888480,206680900005,R03C01,Plate_25,C05,Male
7888589,206680900005,R04C01,Plate_25,D05,Male
7888621,206680900005,R05C01,Plate_25,E05,Male
7896103,206680900005,R06C01,Plate_25,F05,Female
7905847,206680900005,R07C01,Plate_25,G05,Female
7871817,206680900005,R08C01,Plate_25,H05,Female
7871841,206680900016,R01C01,Plate_25,A06,Male
7884000,206680900016,R02C01,Plate_25,B06,Female
7884034,206680900016,R03C01,Plate_25,C06,Male
7888696,206680900016,R04C01,Plate_25,D06,Female
7905870,206680900016,R05C01,Plate_25,E06,Male
7884083,206680900016,R06C01,Plate_25,F06,Male
7877343,206680900016,R07C01,Plate_25,G06,Male
7877376,206680900016,R08C01,Plate_25,H06,Female
7877400,206680900020,R01C01,Plate_25,A07,Male
7896145,206680900020,R02C01,Plate_25,B07,Male
7899313,206680900020,R03C01,Plate_25,C07,Male
7920432,206680900020,R04C01,Plate_25,D07,Female
7920457,206680900020,R05C01,Plate_25,E07,Female
7920473,206680900020,R06C01,Plate_25,F07,Male
7920507,206680900020,R07C01,Plate_25,G07,Male
7871908,206680900020,R08C01,Plate_25,H07,Male
7877459,206680900044,R01C01,Plate_25,A08,Female
7881311,206680900044,R02C01,Plate_25,B08,Male
7896178,206680900044,R03C01,Plate_25,C08,Male
7920523,206680900044,R04C01,Plate_25,D08,Male
7920549,206680900044,R05C01,Plate_25,E08,Male
7896202,206680900044,R06C01,Plate_25,F08,Female
7905920,206680900044,R07C01,Plate_25,G08,Female
7896236,206680900044,R08C01,Plate_25,H08,Male
7899073,206680900046,R01C01,Plate_25,A09,Male
7920192,206680900046,R02C01,Plate_25,B09,Female
7920200,206680900046,R03C01,Plate_25,C09,Male
7920234,206680900046,R04C01,Plate_25,D09,Female
7920267,206680900046,R05C01,Plate_25,E09,Female
7920283,206680900046,R06C01,Plate_25,F09,Male
7920317,206680900046,R07C01,Plate_25,G09,Female
7919467,206680900046,R08C01,Plate_25,H09,Female
7919491,206680900058,R01C01,Plate_25,A10,Male
7871932,206680900058,R02C01,Plate_25,B10,Female
7919517,206680900058,R03C01,Plate_25,C10,Male
7919533,206680900058,R04C01,Plate_25,D10,Male
7919558,206680900058,R05C01,Plate_25,E10,Male
7919574,206680900058,R06C01,Plate_25,F10,Female
7920564,206680900058,R07C01,Plate_25,G10,Male
7920580,206680900058,R08C01,Plate_25,H10,Male
7920606,206680900060,R01C01,Plate_25,A11,Female
7920648,206680900060,R02C01,Plate_25,B11,Male
7919624,206680900060,R03C01,Plate_25,C11,Female
7871973,206680900060,R04C01,Plate_25,D11,Female
7872005,206680900060,R05C01,Plate_25,E11,Male
7872039,206680900060,R06C01,Plate_25,F11,Male
7872070,206680900060,R07C01,Plate_25,G11,Male
7888753,206680900060,R08C01,Plate_25,H11,Male
7888787,206680900162,R01C01,Plate_25,A12,Male
7888837,206680900162,R02C01,Plate_25,B12,Male
7888886,206680900162,R03C01,Plate_25,C12,Male
7888910,206680900162,R04C01,Plate_25,D12,Female
7888977,206680900162,R05C01,Plate_25,E12,Male
7896269,206680900162,R06C01,Plate_25,F12,Male
7896301,206680900162,R07C01,Plate_25,G12,Female
7896335,206680900162,R08C01,Plate_25,H12,Male
7896376,206675210001,R01C01,Plate_26,A01,Female
7920390,206675210001,R02C01,Plate_26,B01,Male
7877558,206675210001,R03C01,Plate_26,C01,Male
7877582,206675210001,R04C01,Plate_26,D01,Male
7877632,206675210001,R05C01,Plate_26,E01,Female
7877681,206675210001,R06C01,Plate_26,F01,Male
7877731,206675210001,R07C01,Plate_26,G01,Male
7877764,206675210001,R08C01,Plate_26,H01,Male
7896426,206675210001,R01C01,Plate_26,A02,Male
7896459,206675210001,R02C01,Plate_26,B02,Male
7896483,206675210001,R03C01,Plate_26,C02,Male
7896517,206675210001,R04C01,Plate_26,D02,Male
7899388,206675210001,R05C01,Plate_26,E02,Female
7899412,206675210001,R06C01,Plate_26,F02,Male
7878325,206675210001,R07C01,Plate_26,G02,Male
7872104,206675210001,R08C01,Plate_26,H02,Male
7872146,206675210010,R01C01,Plate_26,A03,Male
7872179,206675210010,R02C01,Plate_26,B03,Female
7872203,206675210010,R03C01,Plate_26,C03,Male
7872237,206675210010,R04C01,Plate_26,D03,Male
7877814,206675210010,R05C01,Plate_26,E03,Male
7877863,206675210010,R06C01,Plate_26,F03,Male
7877897,206675210010,R07C01,Plate_26,G03,Male
7877921,206675210010,R08C01,Plate_26,H03,Male
7877970,206675210012,R01C01,Plate_26,A04,Male
7896541,206675210012,R02C01,Plate_26,B04,Male
7896574,206675210012,R03C01,Plate_26,C04,Male
7896616,206675210012,R04C01,Plate_26,D04,Female
7896640,206675210012,R05C01,Plate_26,E04,Male
7896673,206675210012,R06C01,Plate_26,F04,Female
7896707,206675210012,R07C01,Plate_26,G04,Male
7896749,206675210012,R08C01,Plate_26,H04,Male
7896814,206675210019,R01C01,Plate_26,A05,Male
7896848,206675210019,R02C01,Plate_26,B05,Female
7919947,206675210019,R03C01,Plate_26,C05,Male
7919962,206675210019,R04C01,Plate_26,D05,Male
7919988,206675210019,R05C01,Plate_26,E05,Male
7920010,206675210019,R06C01,Plate_26,F05,Female
7920036,206675210019,R07C01,Plate_26,G05,Female
7920051,206675210019,R08C01,Plate_26,H05,Female
7920077,206675210020,R01C01,Plate_26,A06,Female
7920093,206675210020,R02C01,Plate_26,B06,Male
7920127,206675210020,R03C01,Plate_26,C06,Male
7872278,206675210020,R04C01,Plate_26,D06,Male
7872302,206675210020,R05C01,Plate_26,E06,Male
7872336,206675210020,R06C01,Plate_26,F06,Male
7872369,206675210020,R07C01,Plate_26,G06,Male
7878044,206675210020,R08C01,Plate_26,H06,Male
7878085,206675210021,R01C01,Plate_26,A07,Male
7878135,206675210021,R02C01,Plate_26,B07,Male
7896921,206675210021,R03C01,Plate_26,C07,Male
7896962,206675210021,R04C01,Plate_26,D07,Male
7897002,206675210021,R05C01,Plate_26,E07,Male
7897044,206675210021,R06C01,Plate_26,F07,Female
7872393,206675210021,R07C01,Plate_26,G07,Male
7872427,206675210021,R08C01,Plate_26,H07,Male
7872450,206675210035,R01C01,Plate_26,A08,Male
7878184,206675210035,R02C01,Plate_26,B08,Male
7878234,206675210035,R03C01,Plate_26,C08,Male
7897085,206675210035,R04C01,Plate_26,D08,Female
7897143,206675210035,R05C01,Plate_26,E08,Female
7897176,206675210035,R06C01,Plate_26,F08,Male
7878275,206675210035,R07C01,Plate_26,G08,Male
7878374,206675210035,R08C01,Plate_26,H08,Male
7897226,206680910007,R01C01,Plate_26,A09,Male
7899446,206680910007,R02C01,Plate_26,B09,Male
7923071,206680910007,R03C01,Plate_26,C09,Female
7923105,206680910007,R04C01,Plate_26,D09,Male
7870355,206680910007,R05C01,Plate_26,E09,Male
7870389,206680910007,R06C01,Plate_26,F09,Female
7870595,206680910007,R07C01,Plate_26,G09,Male
7870629,206680910007,R08C01,Plate_26,H09,Male
7870660,206680910009,R01C01,Plate_26,A10,Male
7870694,206680910009,R02C01,Plate_26,B10,Female
7870751,206680910009,R03C01,Plate_26,C10,Male
7872518,206680910009,R04C01,Plate_26,D10,Male
7872559,206680910009,R05C01,Plate_26,E10,Male
7872583,206680910009,R06C01,Plate_26,F10,Male
7872617,206680910009,R07C01,Plate_26,G10,Male
7872658,206680910009,R08C01,Plate_26,H10,Male
7872682,206680910019,R01C01,Plate_26,A11,Female
7872716,206680910019,R02C01,Plate_26,B11,Male
7878408,206680910019,R03C01,Plate_26,C11,Female
7878432,206680910019,R04C01,Plate_26,D11,Female
7878465,206680910019,R05C01,Plate_26,E11,Female
7878499,206680910019,R06C01,Plate_26,F11,Male
7878523,206680910019,R07C01,Plate_26,G11,Female
7878556,206680910019,R08C01,Plate_26,H11,Female
7878580,206680900118,R01C01,Plate_26,A12,Male
7878630,206680900118,R02C01,Plate_26,B12,Male
7884679,206680900118,R03C01,Plate_26,C12,Male
7884703,206680900118,R04C01,Plate_26,D12,Male
7884737,206680900118,R05C01,Plate_26,E12,Female
7884778,206680900118,R06C01,Plate_26,F12,Male
7884802,206680900118,R07C01,Plate_26,G12,Female
7884844,206680900118,R08C01,Plate_26,H12,Male
7884885,206680900119,R01C01,Plate_27,A01,Male
7870447,206680900119,R02C01,Plate_27,B01,Female
7870470,206680900119,R03C01,Plate_27,C01,Female
7870785,206680900119,R04C01,Plate_27,D01,Male
7872773,206680900119,R05C01,Plate_27,E01,Male
7878663,206680900119,R06C01,Plate_27,F01,Male
7897259,206680900119,R07C01,Plate_27,G01,Female
7893589,206680900119,R08C01,Plate_27,H01,Male
7893621,206680900120,R01C01,Plate_27,A02,Male
7893654,206680900120,R02C01,Plate_27,B02,Male
7893688,206680900120,R03C01,Plate_27,C02,Male
7893712,206680900120,R04C01,Plate_27,D02,Female
7897283,206680900120,R05C01,Plate_27,E02,Male
7897317,206680900120,R06C01,Plate_27,F02,Male
7897341,206680900120,R07C01,Plate_27,G02,Male
7898836,206680900120,R08C01,Plate_27,H02,Male
7898869,206680900136,R01C01,Plate_27,A03,Male
7898893,206680900136,R02C01,Plate_27,B03,Male
7898927,206680900136,R03C01,Plate_27,C03,Male
7898950,206680900136,R04C01,Plate_27,D03,Male
7898984,206680900136,R05C01,Plate_27,E03,Male
7899016,206680900136,R06C01,Plate_27,F03,Male
7919657,206680900136,R07C01,Plate_27,G03,Female
7919681,206680900136,R08C01,Plate_27,H03,Male
7920143,206680900180,R01C01,Plate_27,A04,Female
7923121,206680900180,R02C01,Plate_27,B04,Male
7923147,206680900180,R03C01,Plate_27,C04,Male
7923170,206680900180,R04C01,Plate_27,D04,Female
7923196,206680900180,R05C01,Plate_27,E04,Female
7878721,206680900180,R06C01,Plate_27,F04,Male
7878754,206680900180,R07C01,Plate_27,G04,Male
7878788,206680900180,R08C01,Plate_27,H04,Male
7884190,206680900007,R01C01,Plate_27,A05,Male
7884232,206680900007,R02C01,Plate_27,B05,Male
7893753,206680900007,R03C01,Plate_27,C05,Female
7897416,206680900007,R04C01,Plate_27,D05,Female
